Title1,Title_URL,authors,paper_link,type,Scholarlink,time_since_pull,query_text_match,Keyword
"Clinical use of dimethyl fumarate in multiple sclerosis treatment: an update to include China, using a modified Delphi method",https://journals.sagepub.com/doi/abs/10.1177/17562864231180734,"R Gold, M Barnett, A Chan, H Feng… - Therapeutic …, 2023 - journals.sagepub.com",https://journals.sagepub.com/doi/pdf/10.1177/17562864231180734,[PDF] sagepub.com,https://scholar.google.com/citations?user=iZVWDzwAAAAJ&hl=en&oi=sra,2 days ago,"For example, MS organizations and working groups have demonstrated the 
value of updating practice through agreed statements on the use of DMTs during COVID-19.",other_conditions
COVID-19 and Thromboembolic Events in the Pandemic and Pre-Pandemic Era: A Pediatric Cohort,https://www.mdpi.com/1999-4915/15/7/1554,"C Rubino, C Bechini, M Stinco, D Lasagni, G Indolfi… - Viruses, 2023 - mdpi.com",https://www.mdpi.com/1999-4915/15/7/1554,[HTML] mdpi.com,,2 days ago,"Since 2020, the coronavirus disease 2019 (COVID-19), caused by severe 
acute respiratory syndrome coronavirus 2 (SARS-CoV-2), and multisystem inflammatory",clinical_trial
The mental health toll of COVID-19: significant increase in admissions to ICU for voluntary self-inflicted injuries after the beginning of the pandemic,https://link.springer.com/article/10.1186/s13033-023-00590-x,"S Mongodi, G Salve, M Ravasi, D Rizzi… - International Journal of …, 2023 - Springer",https://link.springer.com/article/10.1186/s13033-023-00590-x,[HTML] springer.com,,2 days ago,"Italy was hit by the new coronavirus-2019 disease (COVID-19) pandemic in 
February 2020, with deep impact on ICUs [1, 2] and healthcare systems [3]. To contain",wellbeing
Development and assessment of the performance of a shared ventilatory system that uses clinically available components to individualize tidal volumes,https://link.springer.com/article/10.1186/s12871-023-02200-2,"DM Hannon, T Jones, J Conolly, C Judge, T Iqbal… - BMC …, 2023 - Springer",https://link.springer.com/article/10.1186/s12871-023-02200-2,[HTML] springer.com,https://scholar.google.com/citations?user=TTC4680AAAAJ&hl=en&oi=sra,2 days ago,"The global pandemic of coronavirus disease caused by the SARS-CoV-2 virus 
… in preventing SARS-CoV-2 spread in mechanically ventilated patients with Covid-19 [32].",tech
Effect of treatment regimen of the rheumatoid arthritis patients on the risk of coronavirus disease 2019 by modulating the inflammatory mediators,https://link.springer.com/article/10.1007/s10787-023-01289-8,"Z Bagheri‑Hosseinabadi, A Dehghani, MA Lotfi… - …, 2023 - Springer",,,https://scholar.google.com/citations?user=DLvUmNgAAAAJ&hl=en&oi=sra,2 days ago,"The emerging novel severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) 
infection in late 2019 and early 2020 caused coronavirus disease 2019 (COVID-19)",public_health
The long-term boomerang effect of COVID-19 on admissions for non-COVID diseases: the ECIEN-2022 study,https://link.springer.com/article/10.1007/s00431-023-05101-1,"B Ramos La Cuey, N Saloni-Gomez… - European Journal of …, 2023 - Springer",,,,2 days ago,"The COVID-19 pandemic has had a significant impact  long-term effects of the 
SARS-CoV-2 infection, but also through  Coronavirus SARS-CoV-2 en población pediátrica).",long_covid
Valveless On-Chip Aliquoting for Molecular Diagnosis,https://www.mdpi.com/2072-666X/14/7/1425,"AA Romero Deza, F Schaumburg, CLA Berli - Micromachines, 2023 - mdpi.com",https://www.mdpi.com/2072-666X/14/7/1425,[HTML] mdpi.com,,2 days ago,"The last coronavirus pandemic has remarkably accelerated this R&D field 
and noteworthy solutions have emerged [1,2,3]. Nowadays, even though some remarkable",molecules
SARS-CoV-2 Spike Protein Mutations in Different Variants: A Comparison Between Vaccinated and Unvaccinated Population in Western Amazonia,https://journals.sagepub.com/doi/abs/10.1177/11779322231186477,"G Sgorlon, TP Roca, AM Passos-Silva… - … and Biology Insights, 2023 - journals.sagepub.com",https://journals.sagepub.com/doi/pdf/10.1177/11779322231186477,[PDF] sagepub.com,,2 days ago,"of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) has generated 
… of SARS-CoV-2 in different variants, we evaluated 1497 individuals with COVID-19 in",molecules
Molecular Biomarker Identification Using a Network-Based Bioinformatics Approach That Links COVID-19 With Smoking,https://journals.sagepub.com/doi/abs/10.1177/11779322231186481,"MA Rahman, MA Amin, MN Yeasmin… - … and Biology Insights, 2023 - journals.sagepub.com",https://journals.sagepub.com/doi/pdf/10.1177/11779322231186481,[PDF] sagepub.com,,2 days ago,"The COVID-19 coronavirus, as known as the SARS-CoV-2 virus, is an extremely 
contagious disease that mostly affects the lungs 1,2 since 2019 in the month of December.",tech
Do the oxidative stress biomarkers predict COVID-19 outcome? An in-hospital cohort study,https://www.sciencedirect.com/science/article/pii/S0891584923005130,"FF Neves, H Pott-Junior, KMC Yamashita… - Free Radical Biology …, 2023 - Elsevier",,,https://scholar.google.com/citations?user=VUHdWkAAAAAJ&hl=en&oi=sra,2 days ago,"in adults admitted with Coronavirus Disease 2019 (COVID-19), considering 
potential  Despite the rapid development of multiple COVID-19 vaccines, new SARS-CoV-2",biomarkers
In vitro Inactivation of SARS-CoV-2 by Ozonated Water Via Novel Hand Hygiene Device,https://academic.oup.com/jambio/advance-article-abstract/doi/10.1093/jambio/lxad147/7224594,"RM Lubitz, BR Leon, KN Bradner… - Journal of Applied …, 2023 - academic.oup.com",,,,3 days ago,"severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2).  the COVID-19 
pandemic, there is heightened interest in utilizing ozone to disinfect against SARS-CoV-2.",medication_treatment
Risk of severe Covid-19 in prevalent users of α-1 adrenergic receptor antagonists: a national case-control study of Medicare beneficiaries,https://www.sciencedirect.com/science/article/pii/S0002934323004370,"DJ Graham, HS Izurieta, D Zhang, A Avagyan… - The American Journal of …, 2023 - Elsevier",,,,3 days ago,"Severe coronavirus disease 2019 (Covid-19) is characterized by a marked 
increase in circulating inflammatory cytokines and progressive respiratory failure.1., 2, 3 Acute",public_health
Effectiveness of previous infection-induced and vaccine-induced protection against hospitalisation due to omicron BA subvariants in older adults: a test …,https://www.thelancet.com/journals/lanhl/article/PIIS2666-7568(23)00099-5/fulltext,"S Carazo, DM Skowronski, M Brisson… - The Lancet Healthy …, 2023 - thelancet.com",https://www.thelancet.com/journals/lanhl/article/PIIS2666-7568(23)00099-5/fulltext,[HTML] thelancet.com,https://scholar.google.com/citations?user=EbWuYkIAAAAJ&hl=en&oi=sra,3 days ago,"previous SARS-CoV-2 infection  COVID-19 who were tested for SARS-CoV-2 
in acute-care hospitals. Cases were defined as patients who were hospitalised for COVID-19",tech
A reaction–diffusion epidemic model with virus mutation and media coverage: Theoretical analysis and numerical simulation,https://www.sciencedirect.com/science/article/pii/S0378475423002781,"Y Tu, X Meng - Mathematics and Computers in Simulation, 2023 - Elsevier",,,https://scholar.google.com/citations?user=YoGKuZsAAAAJ&hl=en&oi=sra,3 days ago,"respiratory syndrome coronavirus 2 (SARS-CoV-2) is the causative agent of 
the coronavirus disease 2019 (COVID-19), which caused pandemic of COVID-19 and dealt a",tech
"Viral and antibody dynamics of acute infection with SARS-CoV-2 omicron variant (B. 1.529): a prospective cohort study from Shenzhen, China",https://www.thelancet.com/journals/lanmic/article/PIIS2666-5247(23)00139-8/fulltext,"Y Yang, L Guo, J Yuan, Z Xu, Y Gu, J Zhang… - The Lancet …, 2023 - thelancet.com",https://www.thelancet.com/journals/lanmic/article/PIIS2666-5247(23)00139-8/fulltext,[HTML] thelancet.com,,3 days ago,"with coronavirus disease 2019 (COVID-19). Clin Infect Dis 2020; 71: 799–806.  
with mRNA vaccination against SARS-CoV-2 infection and severe COVID-19 in Qatar: a",clinical_trial
Umbilical cord mesenchymal stem cells overexpressing CXCR7 facilitate treatment of ARDS-associated pulmonary fibrosis via inhibition of Notch/Jag1 …,https://www.sciencedirect.com/science/article/pii/S0753332223009150,"K Xiao, C Liu, H Wang, F Hou, Y Shi, ZR Qian… - Biomedicine & …, 2023 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0753332223009150,[HTML] sciencedirect.com,https://scholar.google.com/citations?user=U643E4EAAAAJ&hl=en&oi=sra,3 days ago,"ARDS is usually caused by lung injury from various underlying diseases, 
infections, disorders, and in the case of COVID-19, SARS-CoV-2 infection can cause ARDS",molecules
New perspective on the immunomodulatory activity of ginsenosides: Focus on effective therapies for post-COVID-19,https://www.sciencedirect.com/science/article/pii/S0753332223009459,"Y Wang, Q Han, S Zhang, X Xing, X Sun - Biomedicine & Pharmacotherapy, 2023 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0753332223009459,[HTML] sciencedirect.com,,3 days ago,"During the severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2), 
ginseng accounts for  The immunopathology of COVID-19 caused by SARS-CoV-2 infection is",long_covid
Differences in Mortality Among Patients with Asthma and COPD Hospitalized with COVID-19,https://www.sciencedirect.com/science/article/pii/S2213219823007778,"Y Liu, H Rajeevan, M Simonov, S Lee… - The Journal of Allergy …, 2023 - Elsevier",,,https://scholar.google.com/citations?user=DS4ld2EAAAAJ&hl=en&oi=sra,3 days ago,"Clinical course and outcomes of 384 critically ill patients with SARS-CoV-2  
Eosinophil responses during COVID- 437 19 infections and coronavirus vaccination.",public_health
Do peer-based education interventions effectively improve vaccination acceptance? a systematic review,https://bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-023-16294-3,"ELS Gobbo, C Hanson… - BMC Public …, 2023 - bmcpublichealth.biomedcentral.com",https://bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-023-16294-3,[HTML] biomedcentral.com,https://scholar.google.com/citations?user=jYNMFoAAAAAJ&hl=en&oi=sra,3 days ago,"The COVID-19 pandemic illustrated this problem. Based on surveys of general 
public opinions, rates of COVID-19  While the rates of COVID-19 vaccine uptake have been",wellbeing
Community-based organization perspectives on participating in state-wide community canvassing program aimed to reduce COVID-19 vaccine disparities in …,https://bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-023-16210-9,"LN Mansfield, SL Carson… - BMC Public …, 2023 - bmcpublichealth.biomedcentral.com",https://bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-023-16210-9,[HTML] biomedcentral.com,,3 days ago,"SARS-CoV-2 (COVID-19) infection, hospitalization, and death rates have 
disproportionately affected marginalized racial and ethnic (minoritized) populations across the",tech
Determinants of COVID-19 vaccine readiness and hesitancy among adults in sub-Saharan Africa,https://journals.plos.org/globalpublichealth/article?id=10.1371/journal.pgph.0000713,"SW Abubakari, F Workneh, KP Asante… - PLOS Global Public …, 2023 - journals.plos.org",https://journals.plos.org/globalpublichealth/article?id=10.1371/journal.pgph.0000713,[HTML] plos.org,,3 days ago,"Even as the SARS-CoV-2 infections become  COVID-19 vaccine hesitancy 
in order to develop strategies to promote the intention to get vaccinated against COVID-19 and",public_health
Social and clinical risk factors associated with hospitalized COVID-19 patients in Brussels's deprived and multiethnic areas,https://journals.plos.org/globalpublichealth/article?id=10.1371/journal.pgph.0002039,"J Racape, AC Noel, J Lurel, N Dauby… - PLOS Global Public …, 2023 - journals.plos.org",https://journals.plos.org/globalpublichealth/article?id=10.1371/journal.pgph.0002039,[HTML] plos.org,https://scholar.google.com/citations?user=xLohAWQAAAAJ&hl=en&oi=sra,3 days ago,"All admitted individuals (age ≥ 18 years old) with either a confirmed positive 
SARS-CoV-2 polymerase chain reaction or high clinical suspicion for COVID-19, based on",other_conditions
CHO-produced RBD-Fc subunit vaccines with alternative adjuvants generate immune responses against SARS-CoV-2,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0288486,"S Laotee, M Duangkaew, A Jivapetthai, K Tharakhet… - Plos one, 2023 - journals.plos.org",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0288486,[HTML] plos.org,,3 days ago,"The outbreak of novel coronavirus (SARS-CoV-2) has  against COVID-19 have 
been developed based on  and neutralizing activities against SARS-CoV-2 [19]. This report",tech
Influence of chronic liver diseases on the course and outcome of COVID-19,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0288350,"N Mitrovic, M Sabanovic, A Vujovic, J Jovanovic… - Plos one, 2023 - journals.plos.org",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0288350,[HTML] plos.org,,3 days ago,"Coronavirus disease of 2019 (COVID-19) is a global  study were a confirmed 
SARS-CoV-2 infection with viral DNA  of COVID-19, its course and outcome. The severity of",other_conditions
"Epidemiological analysis of coronavirus disease (COVID-19) patients on ships arriving at Busan port in Korea, 2020",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0288064,"KH Do, J Yang, OS Do, SJ Yoo - Plos one, 2023 - journals.plos.org",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0288064,[HTML] plos.org,,3 days ago,"COVID-19 risk. In this study, we analyzed the epidemiological characteristics of 
COVID-19 patients using COVID-19  first year of the outbreak of COVID-19, 2020. The initial",tech
Machine Learning Methods for Virus–Host Protein–Protein Interaction Prediction,https://link.springer.com/protocol/10.1007/978-1-0716-3327-4_31,"BA Karpuzcu, E Türk, AH Ibrahim, OC Karabulut… - … : Methods and Protocols, 2023 - Springer",,,https://scholar.google.com/citations?user=x2ydIbYAAAAJ&hl=en&oi=sra,3 days ago,"Even back in 2016, before the emergence of the COVID-19 pandemic, the 
Institute of Labor Economics had reported that 156 million life-years were lost due to 8 major",tech
Co-Dynamics of COVID-19 and Viral Hepatitis B Using a Mathematical Model of Non-Integer Order: Impact of Vaccination,https://www.mdpi.com/2504-3110/7/7/544,"A Omame, IP Onyenegecha, AA Raezah… - Fractal and Fractional, 2023 - mdpi.com",https://www.mdpi.com/2504-3110/7/7/544,[HTML] mdpi.com,https://scholar.google.com/citations?user=AA539_cAAAAJ&hl=en&oi=sra,3 days ago,"by the “Severe Acute Respiratory Syndrome Coronavirus-2” (SARS-CoV-2), 
has  COVID-19-related liver issues. In undiagnosed people with viral hepatitis B, SARS-CoV-2",tech
Ascorbic acid and IFNγ preconditioning enhance the potency of human mesenchymal stem cells to ameliorate LPS induced cytokine storm,https://www.sciencedirect.com/science/article/pii/S1567576923009682,"A Sanap, S Kheur, A Kharat, R Bhonde - International …, 2023 - Elsevier",,,https://scholar.google.com/citations?user=cyTLiUQAAAAJ&hl=en&oi=sra,3 days ago,"management of coronavirus disease (COVID-19) [5]. In  IFN-γ in the COVID-19 
pathophysiology, the current study  management of SARS-COV-2 induced cytokine storm.",molecules
Trends in COVID-19 diagnoses and outcomes in infants hospitalized in the neonatal intensive care unit,https://www.nature.com/articles/s41372-023-01725-1,"EB Heyward, RH Clark, PB Smith… - Journal of …, 2023 - nature.com",,,,3 days ago,"of COVID-19 on mothers and infants over the course of the pandemic, little 
is known about the prevalence and trends of COVID-19  syndrome coronavirus 2 (SARS-CoV-2)",pediatric
Elevated complement C3 and increased CD8 and type 1 helper lymphocyte T populations in patients with post-COVID-19 condition,https://www.sciencedirect.com/science/article/pii/S1043466623001734,"M Garcia-Gasalla, M Berman-Riu, A Rodriguez… - Cytokine, 2023 - Elsevier",,,https://scholar.google.com/citations?user=Ai7WTHMAAAAJ&hl=en&oi=sra,3 days ago,"or confirmed SARS-CoV-2 infection, usually 3 months from the onset of COVID-19, 
… Symptoms might be new onset after initial recovery from an acute COVID-19 episode",long_covid
SARS-CoV-2 spike protein receptor-binding domain perturbates intracellular calcium homeostasis and impairs pulmonary vascular endothelial cells,https://www.nature.com/articles/s41392-023-01556-8,"K Yang, S Liu, H Yan, W Lu, X Shan, H Chen… - … and Targeted Therapy, 2023 - nature.com",https://www.nature.com/articles/s41392-023-01556-8,[HTML] nature.com,https://scholar.google.com/citations?user=LzdBKgYAAAAJ&hl=en&oi=sra,3 days ago,"acute respiratory syndrome coronavirus 2 (SARS-CoV-2)  SARS-CoV-2 
infection, and targeted inhibition of TRPV4 is a candidate therapeutic approach against COVID-19,",tech
Politicizing Vaccination Requirements: American University Responses in the Era of COVID-19,https://link.springer.com/article/10.1057/s41307-023-00319-y,"TS Garland, K McGuffee, D Ford, E Dotson - Higher Education Policy, 2023 - Springer",,,https://scholar.google.com/citations?user=A7ZLNwYAAAAJ&hl=en&oi=sra,3 days ago,"(2021) noted that the failure to detect a significant change in COVID-19 vaccination 
… community protection against the coronavirus via widespread vaccination” (para 11).",Vaccine
COVID-19 lessons to protect populations against future pandemics by implementing PPPM principles in healthcare,https://link.springer.com/article/10.1007/s13167-023-00331-7,"C Tian, L Balmer, X Tan - EPMA Journal, 2023 - Springer",https://link.springer.com/article/10.1007/s13167-023-00331-7,[HTML] springer.com,,3 days ago,"index terms “COVID-19 or coronavirus disease 2019 or SARS-CoV-2”. The 
number of published articles in 2020 grew considerably, indicating that COVID-19 became a",tech
Membrane activity of viral proteins,https://link.springer.com/article/10.1007/s12551-023-01097-y,"Z Denieva - Biophysical Reviews, 2023 - Springer",,,,3 days ago,"for antiviral drugs against COVID-19, much attention is  However, the emergence 
of new SARS-CoV-2 coronavirus  For coronavirus SARS-CoV-2, I study the influence of its",molecules
Discovery of novel thiazole derivatives as anti‐breast cancer agents (MCF‐7) and validation of homologous effects on SARS‐CoV‐2 virus using in silico approaches,https://onlinelibrary.wiley.com/doi/abs/10.1002/vjch.202200204,"NM Quang, BTT Linh, TT Uyen… - Vietnam Journal of …, 2023 - Wiley Online Library",https://onlinelibrary.wiley.com/doi/pdf/10.1002/vjch.202200204,[PDF] wiley.com,https://scholar.google.com/citations?user=xu7OHBYAAAAJ&hl=en&oi=sra,3 days ago,"a trial of a cancer drug for the SARS-CoV-2 cell line. In  that also shows 
potential in treating COVID-19.[2] In recent  ) of SARS-CoV-2: Mpro is a coronavirus enzyme that",other_conditions
Safety Signal Generation for Sudden Sensorineural Hearing Loss Following Messenger RNA COVID-19 Vaccination: Postmarketing Surveillance Using the …,https://publichealth.jmir.org/2023/1/e45263,"H Thai-Van, MB Valnet-Rabier… - JMIR Public Health …, 2023 - publichealth.jmir.org",https://publichealth.jmir.org/2023/1/e45263,[HTML] jmir.org,,3 days ago,"SARS-CoV-2, the coronavirus responsible for COVID-… have linked SSNHL 
cases to the COVID-19 outbreak [18-30]. The SARS-CoV-2 spike glycoprotein is known to have",public_health
Acinetobacter baumannii Bloodstream Infections in the COVID-19 Era: A Comparative Analysis between COVID-19 and Non-COVID-19 Critically Ill Patients,https://www.mdpi.com/2076-2607/11/7/1811,"I Andrianopoulos, T Maniatopoulou, N Lagos… - Microorganisms, 2023 - mdpi.com",https://www.mdpi.com/2076-2607/11/7/1811/pdf,[PDF] mdpi.com,,3 days ago,"Patients with a current COVID-19 infection and a  coronavirus 2 (SARS-CoV-2) 
formed group A and patients without COVID-19 infection and a negative PCR SARS-CoV-2",tech
"Mutations of SARS-CoV-2 Structural Proteins in the Alpha, Beta, Gamma, and Delta Variants: Bioinformatics Analysis",https://bioinform.jmir.org/2023/1/e43906/,"SR Khetran, R Mustafa - JMIR Bioinformatics and Biotechnology, 2023 - bioinform.jmir.org",https://bioinform.jmir.org/2023/1/e43906/,[HTML] jmir.org,,3 days ago,"variant proteins and some previously reported β-coronavirus proteins indicated 
that  of SARS-CoV-2, was first detected in India during the second wave of the COVID-19",tech
Reduced Humoral and Cellular Immune Response to Primary COVID-19 mRNA Vaccination in Kidney Transplanted Children Aged 5–11 Years,https://www.mdpi.com/1999-4915/15/7/1553,"JK Lalia, R Schild, M Lütgehetmann, GA Dunay… - Viruses, 2023 - mdpi.com",https://www.mdpi.com/1999-4915/15/7/1553,[HTML] mdpi.com,,3 days ago,"The situation of limited data concerning the response to COVID-19 mRNA 
vaccinations in  glycoprotein of SARS-CoV-2 Wuhan Hu-1 and Omicron BA.5. Antibodies against",immune
Changes in Peripheral Immune Cells after the Third Dose of SARS-CoV-2 mRNA-BNT162b2 Vaccine and Disease Outcomes in Cancer Patients Receiving …,https://www.mdpi.com/2072-6694/15/14/3625,"F Nelli, C Signorelli, A Fabbri, D Giannarelli, A Virtuoso… - Cancers, 2023 - mdpi.com",https://www.mdpi.com/2072-6694/15/14/3625,[HTML] mdpi.com,https://scholar.google.com/citations?user=AJl314YAAAAJ&hl=en&oi=sra,3 days ago,"International standards recommend booster immunization against SARS-CoV-2 
in  The results from this study provide evidence that COVID-19 vaccination is unlikely to",other_conditions
An Observational Study to Develop a Predictive Model for Bacterial Pneumonia Diagnosis in Severe COVID-19 Patients—C19-PNEUMOSCORE,https://www.mdpi.com/2077-0383/12/14/4688,"ES Tanzarella, J Vargas, M Menghini… - Journal of Clinical …, 2023 - mdpi.com",https://www.mdpi.com/2077-0383/12/14/4688,[HTML] mdpi.com,,3 days ago,"syndrome coronavirus 2 (SARS-CoV-2)  SARS-CoV-2 infection; indeed, we 
cannot extrapolate that the score may also be effective in viral infections other than COVID-19.",tech
"Advances in Simple, Rapid, and Contamination-Free Instantaneous Nucleic Acid Devices for Pathogen Detection",https://www.mdpi.com/2079-6374/13/7/732,"Y Wang, C Wang, Z Zhou, J Si, S Li, Y Zeng, Y Deng… - Biosensors, 2023 - mdpi.com",https://www.mdpi.com/2079-6374/13/7/732,[HTML] mdpi.com,,3 days ago,"The novel coronavirus is a new strain of coronavirus that  that only the genes 
of the SARS-CoV-2 virus could be  in 266 suspected COVID-19 clinical respiratory tract",detection
An Estimation of the Antiviral Activity and Toxicity of Biologically Active Substances Obtained from the Raw Materials of Artemisia cina Berg. In Vitro and In …,https://www.mdpi.com/1420-3049/28/14/5413,"M Zhurinov, D Berillo, KB Bazhykova, KD Rakhimov… - Molecules, 2023 - mdpi.com",https://www.mdpi.com/1420-3049/28/14/5413,[HTML] mdpi.com,https://scholar.google.com/citations?user=Jg_qLEoAAAAJ&hl=en&oi=sra,3 days ago,"SARS-CoV-2; however, these efforts have been only marginally successful. 
The SARS-CoV-2 (COVID-19)  Coronavirus CE manifests itself as plaques filled with dead",tech
Utility of Presepsin and Interferon-λ3 for Predicting Disease Severity and Clinical Outcomes in COVID-19 Patients,https://www.mdpi.com/2075-4418/13/14/2372,"GH Lee, M Park, M Hur, H Kim, S Lee, HW Moon… - Diagnostics, 2023 - mdpi.com",https://www.mdpi.com/2075-4418/13/14/2372,[HTML] mdpi.com,,3 days ago,"coronavirus 2 (SARS-CoV-2), also known as Coronavirus disease 2019 (COVID-19),  
or older account for a strikingly higher proportion of COVID-19 deaths (81.0–86.2%),",other_conditions
