Title1,Title_URL,authors,paper_link,type,Scholarlink,time_since_pull,query_text_match
Risk Assessment of the Possible Intermediate Host Role of Pigs for Coronaviruses with a Deep Learning Predictor,https://www.mdpi.com/1999-4915/15/7/1556,"S Jiang, S Zhang, X Kang, Y Feng, Y Li, M Nie, Y Li… - Viruses, 2023 - mdpi.com",https://www.mdpi.com/1999-4915/15/7/1556,[HTML] mdpi.com,,2 days ago,"The ongoing global COVID-19 pandemic, caused by the pathogenic agent 
of severe acute respiratory syndrome coronavirus (CoV) 2 (SARS-CoV-2) has still been"
2 Single-Molecule Detection by Solid-State Nanopores,https://books.google.com/books?hl=en&lr=&id=LXHLEAAAQBAJ&oi=fnd&pg=PA49&dq=covid+19+++%22sars-cov-2%22+++coronavirus&ots=lewiVFdMZM&sig=XaNhdaBoNd05Etvsc-lmEAYiJeM,"CY Lee, A Alizadeh, H Daiguji… - … Detection and Analysis …, 2023 - books.google.com",,,https://scholar.google.com/citations?user=3HVffWAAAAAJ&hl=en&oi=sra,2 days ago,"In the post-COVID-19 era, exploring simple and fast molecular sequencing 
alternatives to labor-intensive PCR testing is important for determining preventive measures for"
10 SERS Analysis for Single,https://books.google.com/books?hl=en&lr=&id=LXHLEAAAQBAJ&oi=fnd&pg=PA275&dq=covid+19+++%22sars-cov-2%22+++coronavirus&ots=lewiVFdMZM&sig=XixaeqwKCE43Ic0Z2sQwDS2GTeE,"MM Meenakshi, G Annasamy, P Kaavya… - Single Biomolecule …, 2023 - books.google.com",,,,2 days ago,"the SERS enhancement factor of 109 [19]. Au nano bowtie  for identifying a 
single SARS CoV-2 virus by selectively  care (PoC) diagnosis of Covid-19-A minireview. Trends"
The Role of health crises in managing the Workflow in emergency departments' cases Study Egyptian Hospitals,https://mej.researchcommons.org/home/vol48/iss4/6/,"AH Mohammed - Mansoura Engineering Journal, 2023 - mej.researchcommons.org",https://mej.researchcommons.org/cgi/viewcontent.cgi?article=3046&context=home,[PDF] researchcommons.org,,2 days ago,"Covid-19. The Questionnaire Reliability according to Cronbach's Alpha was 
0.665 it was acceptable Covid-19  respiratory syndrome coronavirus 2 (SARS-CoV-2) from a"
SOCIAL AND PREVENTIVE PHARMACY,https://books.google.com/books?hl=en&lr=&id=o3zLEAAAQBAJ&oi=fnd&pg=PA2&dq=covid+19+++%22sars-cov-2%22+++coronavirus&ots=WT8Ca69-hM&sig=tmLF54H0CDXW9dwYlDSrucOAElI,"SD Gunjal, A Rawat, P NAMDEO, R KUMARI - books.google.com",,,,2 days ago,"The Covid-19 problem does really affect everyone. To begin, private hospitals 
in India have come to appreciate the untapped potential for growth in the sector. How much"
Policy Analysis in Argentina,https://books.google.com/books?hl=en&lr=&id=yXbLEAAAQBAJ&oi=fnd&pg=PA207&dq=covid+19+++%22sars-cov-2%22+++coronavirus&ots=Lhgj8XSmZO&sig=fcef1yo57XWzl48TDeoUt0lsDm8,"D Index - Policy Analysis in Argentina, 2023 - books.google.com",,,,2 days ago,", for example, having been infected with SARS-CoV-2 and having one dose of 
a two-… implementation of health policies during the COVID-19 pandemic. Thus, the national"
"Influence of polymorphic variations of IFNL, HLA, and IL-6 genes in severe cases of COVID-19",https://journals.sagepub.com/doi/abs/10.1177/15353702231181343,"A Araújo, G Sgorlon, LE Aguiar… - Experimental …, 2023 - journals.sagepub.com",,,,2 days ago,"coronavirus disease 2019 (COVID-19) cases, caused by the severe acute 
respiratory syndrome coronavirus 2 (SARS-CoV-2),  of COVID-19; 38–40 however, SARS-CoV-2,"
COVID-19 Complications in a Newly Diagnosed HIV Patient: A Case of Multiple Herpesvirus Reactivation and HLH Post-ART Initiation,https://pubmed.ncbi.nlm.nih.gov/37452490/,"S Davari, PS Taunk, T Madaline - The American journal of …, 2023 - pubmed.ncbi.nlm.nih.gov",,,,2 days ago,"Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) can  SARS-CoV-2. 
The optimal timeline for initiating antiretroviral therapy (ART) in patients with severe SARS-CoV-2"
Revista_EaD_&_Tecnologias_Digitais_v. 11_n. 13_Jun_2023. 1,https://ojs.ufgd.edu.br/index.php/ead/article/download/17334/9565,"MAR Paulo, EN de Oliveira - EaD & Tecnologias Digitais na …, 2023 - ojs.ufgd.edu.br",https://ojs.ufgd.edu.br/index.php/ead/article/download/17334/9565,[PDF] ufgd.edu.br,https://scholar.google.com/citations?user=0_kxrMoAAAAJ&hl=en&oi=sra,2 days ago,"prazo quando se ofereceu Ensino Remoto Emergencial – ERE, mediados 
por tecnologias digitais, em virtude do distanciamento social associado pandemia da Covid-19,"
Araucaria heterophylla oleogum resin essential oil is a novel aldose reductase and butyryl choline esterase enzymes inhibitor: in vitro and in silico evidence,https://www.nature.com/articles/s41598-023-38143-4,"AF Soliman, MA Sabry, G Abdelwahab - Scientific Reports, 2023 - nature.com",https://www.nature.com/articles/s41598-023-38143-4,[HTML] nature.com,https://scholar.google.com/citations?user=bd3AIo4AAAAJ&hl=en&oi=sra,2 days ago,"thus the life cycle of the coronaviruses. It is considered one  anti-inflammatory 
and anti-COVID-19 leads based on the  inhibitory activity against SARS-CoV-2 M pro enzyme"
Tautomerism and Rotamerism of Favipiravir and Halogenated Analogues in Solution and in the Solid State,https://pubs.acs.org/doi/abs/10.1021/acs.joc.3c00777,"AH Romero, G Fuentes, L Suescun, O Piro… - The Journal of …, 2023 - ACS Publications",,,https://scholar.google.com/citations?user=zOzK8d8AAAAJ&hl=en&oi=sra,2 days ago,"as a potential drug for the treatment of COVID-19. This type of chemical system 
presents  (32) Since the origin of the SARS-CoV-2 pandemic 2019 and in the absence of"
Impact of the COVID-19 Pandemic on Patients with End Stage Liver Disease: One virus–a plethora of consequences,https://www.jcehepatology.com/article/S0973-6883(23)00145-7/abstract,P Bhangui - Journal of Clinical and Experimental Hepatology - jcehepatology.com,,,https://scholar.google.com/citations?user=w0H9IIwAAAAJ&hl=en&oi=sra,2 days ago,"The COVID-19 pandemic has been a once in a lifetime (… medical care for 
non-COVID related ailments too. Prominent  the impact of the COVID-19 pandemic on the clinical"
Persepsi Masyarakat Pesisir tentang Vaksin Booster selama Masa Pandemik Covid-19,https://www.ejurnalmalahayati.ac.id/index.php/manuju/article/view/9301,"F Alfikrie, UR Hidayat, D Hatmalyakin… - Malahayati Nursing …, 2023 - ejurnalmalahayati.ac.id",,,https://scholar.google.com/citations?user=BCMWlNcAAAAJ&hl=en&oi=sra,2 days ago,"perception of receiving the COVID-19 boosters in the  12,2% history of being 
infected with Covid-19, 55,6% not working, 53,… Aerosol and surface stability of SARS-CoV-2 as"
Perbedaan Kualitas Hidup pada Pasien Hemodialisis Penyintas Covid-19 dan Non Covid-19,http://journal2.stikeskendal.ac.id/index.php/keperawatan/article/view/1241,"R Rahmiwati, DL Rohmawati, S Dewi… - Jurnal …, 2023 - journal2.stikeskendal.ac.id",https://journal2.stikeskendal.ac.id/index.php/keperawatan/article/download/1241/902,[PDF] stikeskendal.ac.id,https://scholar.google.com/citations?user=ZYFeeaYAAAAJ&hl=en&oi=sra,2 days ago,"Indoor versus outdoor transmission of SARSCOV-2: environmental factors 
in virus spread and underestimated sources of risk. EuroMediterranean Journal for"
The use of teleorthodontics during the COVID-19 pandemic and beyond–perspectives of patients and providers,https://bmcoralhealth.biomedcentral.com/articles/10.1186/s12903-023-03215-4,"K Homsi, V Ramachandran… - BMC Oral …, 2023 - bmcoralhealth.biomedcentral.com",https://bmcoralhealth.biomedcentral.com/articles/10.1186/s12903-023-03215-4,[HTML] biomedcentral.com,,2 days ago,"Only 5% were emergencies, 3% were COVID-19 related and the rest of the 
reasons varied from broken brackets, and loose wires to cancellations or any changes in"
"A Frame-by-Frame Glance at Membrane Fusion Mechanisms: From Viral Infections to Fertilization. Biomolecules 2023, 13, 1130",https://www.researchgate.net/profile/Vitor-Serrao/publication/372365953_A_Frame-by-Frame_Glance_at_Membrane_Fusion_Mechanisms_From_Viral_Infections_to_Fertilization_Special_Issue_Molecular_Mechanism_Investigations_into_Membrane_Fusion/links/64b19a50b9ed6874a51a17bc/A-Frame-by-Frame-Glance-at-Membrane-Fusion-Mechanisms-From-Viral-Infections-to-Fertilization-Special-Issue-Molecular-Mechanism-Investigations-into-Membrane-Fusion.pdf,"FC Azimi, TT Dean, K Minari, LGM Basso, TDR Vance… - 2023 - researchgate.net",https://www.researchgate.net/profile/Vitor-Serrao/publication/372365953_A_Frame-by-Frame_Glance_at_Membrane_Fusion_Mechanisms_From_Viral_Infections_to_Fertilization_Special_Issue_Molecular_Mechanism_Investigations_into_Membrane_Fusion/links/64b19a50b9ed6874a51a17bc/A-Frame-by-Frame-Glance-at-Membrane-Fusion-Mechanisms-From-Viral-Infections-to-Fertilization-Special-Issue-Molecular-Mechanism-Investigations-into-Membrane-Fusion.pdf,[PDF] researchgate.net,https://scholar.google.com/citations?user=pyxove8AAAAJ&hl=en&oi=sra,2 days ago,"of the modern era, including COVID-19, acquired immunodeficiency syndrome 
(AIDS),  In coronaviruses such as SARS-CoV-1 and SARS-CoV-2, the subunit harboring the"
Policy analysis by national government advisory councils: knowledge production and its role in policy design and implementation,https://books.google.com/books?hl=en&lr=&id=xXbLEAAAQBAJ&oi=fnd&pg=RA4-PT15&dq=covid+19+++%22sars-cov-2%22+++coronavirus&ots=ZhctZ_UXDS&sig=eiJrOcrLnjeM29g0uRB-vAQX-bQ,"N Cardozo, P Ferrari - Policy Analysis in Argentina, 2023 - books.google.com",,,,2 days ago,"During the COVID-19 pandemic, we could see that the  date back to the end of 
the 19th century and cross the 20th  , having been infected with SARSCoV-2 and having one"
Mutually Beneficial Immigration is Key to Global Healthcare Sustainability,https://physicianjnl.net/index.php/phy/issue/download/14/9#page=13,"RM CBE - PHYSICIAN, 2023 - physicianjnl.net",https://physicianjnl.net/index.php/phy/issue/download/14/9#page=13,[PDF] physicianjnl.net,,2 days ago,"in 2020, in the early days of the arrival of SARS-CoV-2 in the UK, with its primary 
task to  Contribution of migrant doctors and nurses to tackling COVID-19 crisis in OECD"
In vitro and in vivo characterization of SARS-CoV-2 resistance to ensitrelvir,https://www.nature.com/articles/s41467-023-40018-1,"M Kiso, S Yamayoshi, S Iida, Y Furusawa… - Nature …, 2023 - nature.com",https://www.nature.com/articles/s41467-023-40018-1,[HTML] nature.com,,2 days ago,"of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). During the 
pandemic,  with SARS-CoV-2 have been vaccinated multiple times with COVID-19 vaccines."
Cash usage in Poland in 2020: Insights into the role of the COVID-19 pandemic and spatial aspects,https://www.researchgate.net/profile/Radoslaw-Kotkowski/publication/372241032_Cash_Usage_in_Poland_in_2020_Insights_Into_the_Role_of_the_COVID-19_Pandemic_and_Spatial_Aspects/links/64ac0cc795bbbe0c6e2561a9/Cash-Usage-in-Poland-in-2020-Insights-Into-the-Role-of-the-COVID-19-Pandemic-and-Spatial-Aspects.pdf,"R Kotkowski, A Manikowski - 2023 - researchgate.net",https://www.researchgate.net/profile/Radoslaw-Kotkowski/publication/372241032_Cash_Usage_in_Poland_in_2020_Insights_Into_the_Role_of_the_COVID-19_Pandemic_and_Spatial_Aspects/links/64ac0cc795bbbe0c6e2561a9/Cash-Usage-in-Poland-in-2020-Insights-Into-the-Role-of-the-COVID-19-Pandemic-and-Spatial-Aspects.pdf,[PDF] researchgate.net,https://scholar.google.com/citations?user=3lDW_ZcAAAAJ&hl=en&oi=sra,2 days ago,"Since in this paper, we use microdata obtained during a payment diary study 
done in 2020, that is during the COVID-19 pandemic, we are also able to further delve into"
"Maternal and neonatal outcomes of COVID-19 vaccination during pregnancy, a systematic review and meta-analysis",https://www.nature.com/articles/s41541-023-00698-8,"G Marchand, AT Masoud, S Grover, A King, G Brazil… - npj Vaccines, 2023 - nature.com",https://www.nature.com/articles/s41541-023-00698-8,[HTML] nature.com,https://scholar.google.com/citations?user=fS5rYdUAAAAJ&hl=en&oi=sra,2 days ago,"Coronavirus 2 (SARS-CoV-2) has the potential to considerably reduce the burden 
of Coronavirus disease 2019 (COVID-19)  reduced incidence of SARS-CoV-2 infection in"
Wrapper and Hybrid Feature Selection Methods Using Metaheuristic Algorithm for Chest X-Ray Images Classification: COVID-19 as a Case Study,https://hrcak.srce.hr/306110,"A Yasar - Tehnički glasnik, 2023 - hrcak.srce.hr",https://hrcak.srce.hr/file/441841,[PDF] srce.hr,https://scholar.google.com/citations?user=lrVJL_AAAAAJ&hl=en&oi=sra,2 days ago,"Abstract: Covid-19 virus has led to a tremendous  of Omicron (SARS-CoV-2), 
which is a coronavirus 2 variant,  One of the most significant steps in the fight against covid-19"
SARS-CoV-2 breakthrough infections after COVID-19 vaccination in patients with inflammatory bowel disease: a systematic review and meta-analysis,https://journals.sagepub.com/doi/abs/10.1177/17562848231174295,"N van de Pol, Q Pan, LAAP Derikx… - Therapeutic …, 2023 - journals.sagepub.com",https://journals.sagepub.com/doi/full/10.1177/17562848231174295,[HTML] sagepub.com,,2 days ago,"Since the start of the coronavirus disease (COVID-19) pandemic caused by 
SARS-CoV-2  Initial concerns on an increased risk of COVID-19 infections and a more severe"
Escenarios de atención digital y contemplaciones de ciberseguridad MX: Digital care scenarios and cybersecurity contemplations MX,https://revistas.fcu.edu.uy/index.php/informaticayderecho/article/view/4001,"CR Castañeda - … y Derecho. Revista Iberoamericana de Derecho …, 2023 - revistas.fcu.edu.uy",https://revistas.fcu.edu.uy/index.php/informaticayderecho/article/download/4001/3476,[PDF] fcu.edu.uy,,2 days ago,": Virus que causa una enfermedad respiratoria llamada enfermedad por coronavirus 
de 2019 (COVID-19). El SARS-CoV-2 es un virus de la gran familia de los coronavirus…"
"Perceptions, knowledge, and practices of breastfeeding in indigenous regions of Mexico during Covid-19 pandemic",https://saludpublica.mx/index.php/spm/article/view/14616,"M del Carmen Morales-Domínguez… - Salud Pública de …, 2023 - saludpublica.mx",https://saludpublica.mx/index.php/spm/article/download/14616/12436,[PDF] saludpublica.mx,,2 days ago,"Covid-19 pandemic, there was misinformation and fear of transmitting the virus 
through breastmilk from mothers with SARSCoV-2 to  on “what is coronavirus?” without any"
Encuesta Nacional de Salud y Nutrición 2023: metodología y avances de la Ensanut Continua 2020-2024,https://saludpublica.mx/index.php/spm/article/view/15081,"M Romero-Martínez, T Shamah-Levy… - Salud Pública de …, 2023 - saludpublica.mx",https://saludpublica.mx/index.php/spm/article/download/15081/12449,[PDF] saludpublica.mx,https://scholar.google.com/citations?user=f8ptOFMAAAAJ&hl=en&oi=sra,2 days ago,"los temas de Covid-19 previamente mencionados; por  durante la pandemia 
del Covid-19. Los cuestionarios de  de seroprevalencia a SARSCoV-2 que se prolongaron a"
HIV viral load and CD4+ count are not associated with experiencing Covid-19 vaccine adverse events: case-control study,https://saludpublica.mx/index.php/spm/article/view/14775,"E Pérez-Barragán, JA Mata-Marín… - Salud Pública de …, 2023 - saludpublica.mx",https://saludpublica.mx/index.php/spm/article/download/14775/12445,[PDF] saludpublica.mx,,2 days ago,"Safety and immunogenicity of the ChAdOx1 nCoV-19 (AZD1222) vaccine 
against SARS-CoV-2 in people living with and without HIV in South Africa: an interim analysis of"
Depresión por contingencia Covid-19 en derechohabientes de la Unidad de Medicina Familiar no. 58,https://saludpublica.mx/index.php/spm/article/view/14674,"MG Gutiérrez-López, T Pérez-Escobedo… - Salud Pública de …, 2023 - saludpublica.mx",https://saludpublica.mx/index.php/spm/article/download/14674/12442,[PDF] saludpublica.mx,,2 days ago,"Study: an international effort to determine how COVID-19  care during the 
coronavirus disease 2019 pandemic.  por la contingencia de Covid-19 aumentó el número de"
Impacto de la pandemia por SARS-CoV2 en el tratamiento de la leucemia linfoblástica en adultos: experiencia de dos centros de referencia en la Ciudad de …,https://saludpublica.mx/index.php/spm/article/download/14672/12441,"CO Ramos-Peñafiel, D Pérez-Sámano… - Salud Pública de …, 2023 - saludpublica.mx",https://saludpublica.mx/index.php/spm/article/download/14672/12441,[PDF] saludpublica.mx,,2 days ago,"care during the coronavirus disease 2019 pandemic. CA  COVID-19 and adult 
acute leukemia: our knowledge in  lymphoblastic leukemia and COVID 19 Infection in the"
Recent rabies cases in Latin America are not isolated,https://saludpublica.mx/index.php/spm/article/view/14588,"P Octavio-Aguilar - Salud Pública de México, 2023 - saludpublica.mx",https://saludpublica.mx/index.php/spm/article/download/14588/12446,[PDF] saludpublica.mx,,2 days ago,"VAE are after Covid-19 vaccination are common the  Some studies have 
measured the efficacy of the Covid-19  nCoV-19 (AZD1222) vaccine against SARS-CoV-2 in"
"Research Paper Knowledge, Attitude and Practice Regarding COVID-19 in Patients With Diabetes",https://ijn.iums.ac.ir/article-1-3642-fa.pdf,"M Ehsani, M Seyedoshohadaee, S Haghani… - ijn.iums.ac.ir",https://ijn.iums.ac.ir/article-1-3642-fa.pdf,[PDF] iums.ac.ir,https://scholar.google.com/citations?user=gbOuZUMAAAAJ&hl=en&oi=sra,2 days ago,"health characteristics are exposed to COVID-19, their conditions and severity 
… 19 depends highly on these behaviors. This study aims to assess the KAP towards COVID-19"
"Clinical use of dimethyl fumarate in multiple sclerosis treatment: an update to include China, using a modified Delphi method",https://journals.sagepub.com/doi/abs/10.1177/17562864231180734,"R Gold, M Barnett, A Chan, H Feng… - Therapeutic …, 2023 - journals.sagepub.com",https://journals.sagepub.com/doi/pdf/10.1177/17562864231180734,[PDF] sagepub.com,https://scholar.google.com/citations?user=iZVWDzwAAAAJ&hl=en&oi=sra,2 days ago,"For example, MS organizations and working groups have demonstrated the 
value of updating practice through agreed statements on the use of DMTs during COVID-19."
"Analysis of Scientific and Practical Data on the Pathogenesis of Damage to the Kidneys, Pathomorphological Changes in Covid-19 Infection",http://univerpubl.com/index.php/semantic/article/view/2317,"SS Abdusaminovich - Web of Semantic: Universal Journal on …, 2023 - univerpubl.com",http://univerpubl.com/index.php/semantic/article/download/2317/2011,[PDF] univerpubl.com,,2 days ago,"coronavirus infection, and it was considered by  SARS-CoV-2 has active 
replication to the upper respiratory epithelium. Therefore, the course and progression of COVID-19"
Modeling the Academic Achievement in Covid-19 pandemic Based on Students' Personality and Attitude Variables,https://jep.atu.ac.ir/article_15880_74b28621264ff9a574446dd54fd55940.pdf,E Zamanpour - jep.atu.ac.ir,https://jep.atu.ac.ir/article_15880_74b28621264ff9a574446dd54fd55940.pdf,[PDF] atu.ac.ir,,2 days ago,"The problem of the present research can be explained the academic 
progress of students during the covid-19 pandemic based on the variables presented. The"
Mutually Beneficial Immigration is Key to Global Healthcare Sustainability,https://physicianjnl.net/index.php/phy/article/view/172,"R Mehta, I Chakravorty - The Physician, 2023 - physicianjnl.net",https://physicianjnl.net/index.php/phy/article/download/172/235,[PDF] physicianjnl.net,https://scholar.google.com/citations?user=k0nsazcAAAAJ&hl=en&oi=sra,2 days ago,"in 2020, in the early days of the arrival of SARS-CoV-2 in the UK, with its 
primary task to  The events of 2019-2020 from #Blacklivesmatter29 movement to the #COVID-19"
Introduction to Artificial Intelligence Prediction for Healthcare: An Example of a Low-Code No-Code AI Diagnostic Assistant,https://physicianjnl.net/index.php/phy/article/view/167,"A Chakravorty - The Physician, 2023 - physicianjnl.net",https://physicianjnl.net/index.php/phy/article/download/167/236,[PDF] physicianjnl.net,,2 days ago,"detect the virus causing the Covid-19 pandemic (SARS-COV-2) behaviour 
as well.… scholarly articles related to COVID-19, SARSCoV-2, and related coronaviruses. (Website…"
"Fluvoxamine Mediates Specific, Early, and Delayed SARS-CoV-2 Protection through Antioxidant and Cytoprotective Pathways via Sigma-1 Receptor Agonism",https://apb.tbzmed.ac.ir/PDF/apb-13-408.pdf,"K Papadopoulos, A Papadopoulou, TC Aw - 2023 - apb.tbzmed.ac.ir",https://apb.tbzmed.ac.ir/PDF/apb-13-408.pdf,[PDF] tbzmed.ac.ir,https://scholar.google.com/citations?user=Elx0maAAAAAJ&hl=en&oi=sra,2 days ago,"coronavirus disease 2019 (COVID-19).Fluvoxamine’s mechanisms of action in 
COVID-19  to severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2) infection.The"
"Structure-based Drug Design, ADME and Molecular Docking analyses of anti-viral agents against SARS-CoV-2 virus, Zika virus and Hepatitis C virus",https://jddtonline.info/index.php/jddt/article/view/5909,"P Solo, S Zeliang, M Lohe, A Neikha… - Journal of Drug Delivery …, 2023 - jddtonline.info",https://jddtonline.info/index.php/jddt/article/download/5909/5498,[PDF] jddtonline.info,,2 days ago,"corona virus, currently named as SARS-CoV-2,  The SARS-CoV-2 is an 
enveloped beta coronavirus with  This structure of SARS-CoV- 19 main protease is bound to a"
